name,description,website
Vectux Analytics,"Somos una empresa de nueva creación (start up) enfocada en la creación de valor para nuestros clientes basándonos en los datos, proporcionando consultoría e implementación de desarrollos de Analítica Avanzada, Machine Learning e Inteligencia Artificial a diferentes empresas e industrias. Somos un equipo con una gran experiencia en Business Analytics, Finanzas y Marketing y tenemos un plan de crecimiento agresivo en los próximos meses. Nuestra cultura es de colaboración, flexibilidad, apertura y aprendizaje. Parte de nuestra misión es crear servicios/soluciones de implementación y uso fácil y rápido para que nuestros clientes vean rápidamente su retorno de inversión. ",https://www.vectuxanalytics.com/
Promarketing,"PROMARKETING SPA es una compañía de tecnología e información y la comunicación, nos especializamos en prestar servicios de consultoría, realización de proyectos en el ámbito de desarrollo de aplicaciones, sistemas de información y provisión de infraestructura informática.El uso de las nuevas tecnologías ha provocado un cambio en el mundo de la información, en PROMARKETING SPA nos esforzamos para ofrecer a nuestros clientes las mejores soluciones, adaptándonos constantemente a los últimos avances tecnológicos.",https://promarketingchile.com/
Tango by Greystar,"Tango es un servicio integral que cubre todo el proceso de arriendo y administración de propiedades residenciales a través de una plataforma automatizada y un equipo profesional. Entregamos soluciones a propietarios, desarrolladores o cualquiera que busque una solución en el arriendo a largo plazo. Somos parte de Greystar, la empresa líder mundial en inversión, desarrollo y administración del mercado de renta residencial.",http://home.tango.rent
Data Conversion Service,"Data Conversion Service S.A. (DSC). Consultora de Servicios TI, de Profesionales Informáticos, ubicada en Ginebra Suiza hace mas de 40 años y desde el 2006 con sucursal en Chile. Se encuentra en búsqueda de ""Gestor de Servicios TI"" para reemplazo por 2 meses a partir del mes de febrero, en importante empresa del área de la logística.",https://www.dcs.ch/chile/
Tester app,"Las organizaciones necesitan información de las personas para tomar mejores desiciones, para eso hacen encuestas. En Tester conectamos a las organizaciones con las personas de forma fácil y rápida. Tenemos un sueño.🤩""Acercar como nunca antes a las personas y organizaciones, de tal modo, que las decisiones se tomen prácticamente en conjunto. Creemos que de esta forma el mundo puede ser un lugar mejor, donde se considere TU OPINIÓN en las decisiones"".Somos un equipo pequeñito con un espíritu gigante 💪. Tenemos hambre y ganas de generar impacto y agregar valor a nuestra sociedad. Somos 6 integrantes, nuestro ""Super head developer master"" es realmente un crack, en los últimos años ha trabajado para distintas startups y fintechs chilenas que han tenido crecimiento exponencial. Es supeeer buena onda, dispuesto a enseñar y entregar todo su conocimiento, además tiene una perrita🐶 y le gustan los dinosaurios🦖.",https://www.testerapp.cl/
Majestic Media,None,http://www.majesticmedia.ca/
hjkhjk,None,https://mycompany.com
Lexgo,"Durante más de 4 años, Lexgo ha ayudado a cientos de empresas internacionales con todo lo que necesitan en lo legal, desde redactar sus contratos comerciales a captar financiamiento por parte de inversionistas. Tenemos nuestra sede en Santiago de Chile, y contamos con el apoyo de organizaciones tales como Start-Up Chile y TinySeed. Lexgo busca disrumpir el mercado de los servicios legales corporativos en Latam.Somos una Legaltech de gente proactiva, con harta experiencia en tecnología y mucha motivación, buscando más gente que quiera generar un cambio en esta industria. Nos importa el cumplimiento de objetivos más que los horarios, y a diferencia de una firma de abogados tradicional, no nos gustan los ternos.",http://www.lexgo.cl
The Andes Brands,None,http://www.lippioutdoor.com
Unabase,"Actualmente somos una empresa de desarrollo enfocada en la industria creativa, estamos lanzando prontamente una nueva versión móvil que propone conectar a la industria y ordenar las finanzas de miles de personas y empresas.Somos un equipo de 9 personas full motivadas con el crecimiento de unabase y nuestro siguiente desafío es Iberoamerica!",http://www.unabase.com
Reversso,"Reversso es una startup que está simplificando la experiencia de cambiar y devolver productos comprados por Internet. Lo hacemos a través de una plataforma integrada a las tiendas online, donde los clientes interactúan por sí solos y con las reglas de negocio configuradas por la marca. Nuestro propósito es lograr que la experiencia de cambios y devoluciones sea increíble y automatizada.Te encontrarás con una empresa que está creciendo explosivamente (operando en Chile, Brasil y México y con el desafío de escalar por varios países más durante el 2021)El equipo es realmente buena onda y en el día a día trabajamos harto, bien, y las buenas prácticas son parte de nuestra cultura. ",https://reversso.cl
Ttools,"Somos una empresa que se dedica a las  asesorías en Contabilidad, Finanzas y Tributaria  en Chile.  Nos gusta mantener informados a nuestros clientes y conservar una línea estándar de trabajo, es por esto que hemos desarrollado un software que nos permite homologar los informes indistintamente del tipo de cliente que se trate y le permite al equipo trabajar a tiempo completo con la información que provee el sistema.  Nos caracterizamos por la constante innovación, realizamos constantemente mejoras a nuestro sistema, somos muy comunicativos cuando existe un problema o queremos mejorar algún aspecto, estamos siempre abiertos a enseñar y  somos flexibles con el horario de trabajo.",http://www.ttools.cl
LARS Software Company,None,https://lars.net.co
Credicorp Capital,"¿Por qué aplicar?Ser parte de la transformación de una de las compañías de asesoría financiera más grande de América Latina.Desenvolverte en un entorno creativo, de experimentación y agilidad para movilizar a nuestros clientes hacia productos y/o servicios de alto valor e impacto.Nos apasiona poner al cliente en el centro y contribuir con ideas extraordinarias.Disfrutar de los retos de empezar productos desde cero y participar en la construcción de herramientas que resuelvan grandes necesidades.Pertenecer a un equipo que busca la mejora continua con una actitud muy constructiva, que considera cada logro y tropiezo como parte del proceso para cumplir los objetivos.",https://www.credicorpcapital.com/Nos/Paginas/QS.aspx
Apoyate SpA,"Somos Apoyate, Startup Fintech que se dedica al financiamiento de bajo costo para PYMES.Buscamos profesionales que les guste la innovación, el emprendimiento, la creación de soluciones que resuelvan problemas reales con tecnologías de punta. Si te gusta los desafíos y estar en la génesis de un gran proyecto innovador esta es tu oportunidad.",http://apoyate.cl
Symbiose,"Desde su creación en el año 2014, Symbiose ha ejecutado proyectos TI en los rubros de Banca, Seguros, Telecomunicaciones, Salud y Retail. Actualmente estamos en un proceso de crecimiento obteniendo importantes proyectos y creando productos propios relacionados con las últimas tendencias tecnológicasSomos un equipo de profesionales jóvenes, motivados por la tecnología y dedicados al desarrollo de soluciones de alta complejidad. Nos adaptamos a las necesidades de nuestros clientes, estructurados por el compromiso e innovación en la resolución de problemas para la entrega de un servicio proactivo y de calidad.Uniéndote a nuestro equipo puedes adquirir o mejorar conocimientos y habilidades que pueden ser un gran aporte para tu desarrollo profesional. De la misma forma, esperamos que tu desempeño nos ayude a lograr nuestros objetivos y los de nuestros clientes",http://www.symbiose.cl
winglass,None,http://winglass.cl
PRODIGIO,"Nos encontramos en la búsqueda de un Desarrollador Backend, para formar parte de nuestro equipo.Buscamos un profesional TI, con iniciativa y ganas de crecer personal y profesionalmente, para incorporarse a nuestra compañía.PRODIGIO es una empresa global enfocada en acompañar a los clientes en sus desafíos de la transformación digital con una oferta personalizada de servicios, adaptada a su realidad, con focalización en la experiencia de los clientes en el Journey de Transformación Digital.Entregamos Estrategia, Capacidad y Compromiso a nuestros clientes en su camino a la Transformación Digital. Contamos con un enfoque centrado en el cliente y sus necesidades y nos hacemos parte de sus metas en la era digital.Colaboración, cercanía, soluciones innovadoras, proyectos emocionantes, desarrollo profesional, confianza y satisfacción. Si estás interesado en potenciar tu carrera profesional, esta oportunidad es para ti.",https://apiservice.cl/somos-api/
Migrante,"Migrante es una fintech con propósito que da acceso a financiamiento a los más de 10 millones de inmigrantes que tenemos en Latam. A través de la tecnología buscamos conocerlos y así entregarles préstamos para sus emprendimientos y mejorar su calidad de vida. Les compramos motos, autos, casas, deptos, les convalidamos títulos profesionales y hacemos todo lo posible para que esta gente surja y brille en el país que los recibe.Creemos que todo el proceso debe ser automatizado y que todos los problemas debemos abordarlos desde la tecnología, para así escalar y seguir creciendo a las fuertes tasas que lo venimos haciendo.Actualmente hemos levantado más de 30 Millones de USD en fondos, y en menos de 6 meses pasamos de un equipo de 30 a 140 personas. Si bien nuestra operación principal es en Chile, estamos entrando a Perú y luego a Colombia.",http://www.migrante.com
Asech,None,www.asech.cl
Next Deal SpA,"Nextdeal es una red digital de negocios B2B, una plataforma web diseñada para ser un canal de comunicación y comercialización entre emprendedores y pymes de Chile. Un Marketplace donde los usuarios inscritos pueden potenciar su negocio encontrando y/o prestando soluciones a las distintas necesidades y proyectos de emprendedores y empresas, todo esto funciona a través de un sistema de match ágil, transparente y seguro. Nuestra plataforma web digitaliza y organiza toda la información de negocios existente. Entregamos soluciones en una industria que transa más de 25.000 millones USD.Hasta ahora somos 8 jóvenes trabajando en este gran proyecto y desafío.",https://www.nextdeal.cl/
Seek,"Seek nace a raíz de la constante búsqueda que tenemos por el conocimiento, el aprendizaje y el hacer lo que nos apasiona. Somos un equipo ágil y multidisciplinario enfocado en entregar soluciones centradas en el usuario. Diseñamos y desarrollamos experiencias digitales que generen valor y tengan resultados de alto impacto. Trabajamos con clientes líderes en diversas industrias, diseñando productos digitales innovadores que cumplan un propósito, superen objetivos y transformen organizaciones en diferentes escalas.",http://www.seek.pe
Tubesoft,"Nuestra empresa está trabajando constantemente en proyectos de todo tipo, desde E-Commerce web hasta plataformas de punto de venta integrales. Básicamente desarrollamos cualquier tipo de aplicación, tanto web como móvil.Trabajamos los proyectos con metodologías ágiles y por lo general los integrantes del equipo son desarrolladores full stack. Utilizamos herramientas administrativas para apoyar el desarrollo, dentro de estas las más importantes son slack, notion y clockify.En Tubesoft nos gusta generar un ambiente en que todas las ideas son valoradas. Evitamos a toda costa que alguien se sienta incómodo o no pueda decir lo que quiera compartir.El trabajo que ofrecemos es 100% remoto, es decir no se requiere asistir a una oficina física en ningún momento y se puede trabajar desde cualquier lugar del mundo.",http://tubesoft.cl
Tu cantón,"Tu Cantón fue fundada en el 2013 para revolucionar el mercado inmobiliario de la vivienda en México, cambiando la manera tradicional de compra de vivienda para transformar el proceso en una experiencia única para los clientes.Al contar con el mayor inventario de vivienda nueva en el país, logramos ofrecer a nuestros clientes la mejor opción en el mercado de acuerdo a sus necesidades y presupuesto.Sabemos lo importante que es la compra de una vivienda y nos enfocamos en proteger el patrimonio de nuestros clientes. Por eso queremos compartir nuestro conocimiento del mercado inmobiliario para que nuestros clientes cuenten con toda la información necesaria para tomar la mejor decisión.",https://www.tucanton.com/
Axity Chile SPA,"Axity, empresa multinacional líder en integración de tecnología y transformación digital, te invita a formar parte de un equipo que trabaja con pasión en la búsqueda de innovación y soluciones tecnológicas de última generación, preocupados de potenciar el talento y fomentar el desarrollo profesional de sus colaboradores. Con más de 4 mil colaboradores, AXITY ofrece servicios y soluciones integrales para empresas, los cuales incluyen la definición de estrategias, gestión de información, implementación de soluciones de negocio y de monitoreo de TI. Incluyendo comunicaciones y seguridad TIC. Del total de colaboradores, 500 especialistas están dedicados al desarrollo de software.",https://www.axity.com/es/perfil-corporativo-axity/
City Car Rental,None,https://www.citycarrental.com
BeCycling,None,www.becycling.cl
HolaPues,None,https://jehoipammeiqua-2565@yopmail.com
HIVETIRE by HiveSystems,"Somos una empresa de tecnología que desarrolla soluciones para el control de los neumáticos de las grandes flotas de transporte. Actualmente comercializamos nuestra plataforma para el control de los neumáticos llamada ""hiveManagement"". Esta plataforma cuenta con una aplicación web, más una aplicación para dispositivos Android, la cual se conecta vía bluetooth con tecnología para inspecciones digitales de neumáticos, generando información y estadística clave para el ahorro y seguridad. Hoy en día, nuestro software está presente en 15 de las empresas más grandes de transporte a nivel nacional. Además, gracias a una alianza con GoodYear, nuestro software está presente en Brasil, Argentina, Ecuador, Perú y Colombia. Proximamente comenzaremos a operar directamente en México. Tenemos un equipo muy joven, compuesto por 10 personas en las áreas comerciales, soporte técnico, diseño y desarrollo de software. ",http://hivesystems.cl
Media Interactive,None,https://www.mediainteractive.cl/
Redbyte,None,https://redbyteweb.com
Geosolve,"En Geosolve , Enterprise Business Partner de Google para su área de negocios de mapas, somos una empresa dedicada a investigar, desarrollar e integrar soluciones para usos corporativos, con el fin de ayudar en los procesos de los clientes de forma de que estos tengan mejoras en su gestión al aplicarlas.",https://www.geosolve.cl
Nutrialus,"Nutrialus es un software de nutrición todo en uno donde hacemos simple la gestión de las consultas de nutricionistas.Desde el comienzo todo el trabajo de Nutrialus ha sido realizado 100% remoto, por lo que coordinamos y realizamos todo nuestro trabajo de esta manera.Actualmente somos parte de la primera generación de Build del programa Startup Chile, donde buscamos aumentar nuestra cantidad de clientes en Chile y tenemos el desafío de ofrecer nuestro servicio también a empresas que prestan servicios de nutrición B2B.",https://nutrial.us
Ventus Partner,"We are looking for Python developers for North American company based in San Francisco (CA) and Santiago (Providencia) dedicated to developing fastest growing precision health platform in the US. What is precision health? It is the science of health and wellness personalized to your specific DNA, lifestyle, goals and lab results.",http://ventuspartner.com/
Grupo MOK,None,https://www.grupomok.com/
Telefónica Movistar México,"En Telefónica estamos convencidos que la diversidad es una fuente de talento, los equipos diversos e inclusivos son más innovadores, transformadores y consiguen mejores resultados. Por ello promovemos y garantizamos la inclusión de todas las personas sin importar cultura, generó, orientación sexual, generación, capacidades o cualquier otra condición personal.",https://www.telefonica.com.mx/
Diacos,None,http://www.diacosasesores.cl
Corporacion Educativa Pamer,"Somos una organización con 35 años de experiencia en el sector educativo; brindando un servicio de alto nivel académico y desarrollando integralmente los talentos de nuestros estudiantes, formándolos en valores para que sean ciudadanos líderes y exitosos. Trabajarás en CREEK12 de PamerCenter for Reimagination of K12 Education by Pamer Corporation. Es nuestro Centro de Reimaginación de la Educación básica por Corporación Pamer.",https://www.pamer.edu.pe/
Want,"Want Estudio de Diseño Limitada, es una agencia experta en la creación de experiencias digitales.Nos dedicamos a las Asesorías en Comunicación y Estrategias Digitales, junto con el diseño y desarrollo de plataformas digitales tales como sitios Webs, e-commerce, aplicaciones móviles y aplicaciones Web.Más de 300 proyectos realizados en estos últimos 6 años han hecho de Want una empresa especializada en la implementación de plataformas digitales. Somos frecuentemente recomendados entre las empresas, por el profesionalismo que tenemos al momento de atender a nuestros clientes y por la calidad del trabajo que realizamos. Nuestras plataformas se caracterizan por tener un diseño superior, con una performance y seguridad de alto nivel. A la fecha, somos capaces de abordar cualquier desafío que involucre implementación de sistemas digitales.",https://want.cl/
Lab51,"Hola! Somos Nico y Maida, fundadores de Depto51.com, una de las tiendas online más reconocidas en Chile. Partimos el 2011 vendiendo por internet en el comedor de nuestra casa. Hace algunos años creamos Lab51 para poder compartir nuestra experiencia de 10 años en e-commerce, y que otros puedan avanzar más rápido y evitar los muchos “ensayo y error” que nosotros cometimos.En Lab51 acompañamos a las empresas a entrar al mundo del e-commerce, con foco en el diseño y en la atención personalizada.",http://www.lab51.cl
Nucleo Estudio,None,http://nucleoestudio.cl/
Prodalam S.A.,"En Prodalam estamos buscando incorporar a nuestro equipo de desarrollo un/a Desarrollador/a Full Stack para nuestra área de Transformación Digital encargada del E-commerce.Prodalam es una empresa B2B con presencia a nivel nacional por medio de más de 34 sucursales y en donde nos encargamos de distribuir y comercializar un gran mix de productos de aceros y alambres para entregar soluciones innovadoras, rentables y confiables a nuestros clientes.",http://www.prodalam.cl
DGS,"En DGS somos un grupo de profesionales de distintas áreas, que nos unimos para generar inversiones agrícolas. Nos preocupa participar de proyectos rentables, sustentables, amigables con el entorno y con los trabajadores, involucrando a nuestros “stakeholders”. Trabajarás junto a las áreas de TI, de control de gestión, entre otras, aportando desde tus conocimientos para mejorar la toma de decisiones. ",http://www.dgs.cl/
Grupo Alvicom Trading,"Desarrollo de proyecto con ● Go ● Node ● Postgres ● MongoDB ● GRPC ● Microservicios  ● Docker ● REST ● Json ● Virtualización ● Linux ● React para el sector minero para el control de flotas Trabajo de manera presencial Habilidades: Capacidad de trabajo en equipo, responsable y puntual Ofrece línea de carrera.",https://alvicom.pe/
Golan,"Golan esta creciendo en forma rápida junto con el rubro farmacéutico independiente. Estamos en todo Chile y pronto nos vamos al resto de Latinoamérica. Necesitamos implementar una cantidad gigante de nuevos requerimientos a nuestro software, integrarnos con otras soluciones y aplicaciones, y también actualizar constantemente nuestras soluciones. Por eso, necesitamos un desarrollador de software apasionado, que traiga ideas frescas a nuestro equipo y que se consolide como una pieza importante de la empresa.",https://www.golan.cl/
Ruvix,"Ruvix es una StartUp Fintech enfocada en democratizar el acceso a los servicios de planificación financiera.  Ayudamos a nuestros clientes a tomar mejores decisiones financieras e incrementar su patrimonio. Somos un equipo de más de 30 personas distribuidas en más de 6 países, que ayuda a miles de personas a lograr sus metas financieras.",http://www.ruvix.com
Carmellimo,None,https://www.carmellimo.com/
WeShip,None,http://weship.com
KENDROX,None,http://kendrox.net
Imagemaker,None,http://www.imagemaker.cl
Cultivo,"Cultivo is the new way to invest in natural climate solutions at scale. Our mission is to unlock investment to restore nature and generate ecosystem services. Using our platform we aim to enable carbon capture, biodiversity protection, water capture and to provide local community support. Our team, together with landowners, NGOs and investors works in harmony with nature with the aim of capturing over 1 billion tons of CO2 in the next 20 years. ",https://cultivo.land
Zenta  Group,"¡Quienes Somos!Zenta Group es una empresa consultora de TI con especialidad en el desarrollo de software apto para diferentes tipos de empresas y áreas, según sea requerido por los clientes. Entre los tipos de software que se desarrollan, se encuentran aplicaciones web o integraciones de sistemas, también para móviles Android e IOS.Nuestro motor son los AstronauTaaS 🪐(Talent as a Service)Contamos con el mejor talento tecnológico como servicio de la galaxia. Nuestros AstronauTaaS están dispuestos a realizar grandes hazañas con nuestros clientes y afrontar en conjunto los desafíos en diferentes misiones.Queremos expandir la tecnología amigable más allá de las fronteras, con todo el respaldo de nuestros partners Google y Amazon (¡Asi de bacanes! 😎) ¿Quieres sumarte a este desafío?""Siempre me encantó ayudar a resolver problemas, allí donde estuvieran"". Neil Armstrong, astronauta y el primer ser humano en pisar la Luna 👩🏻‍🚀🚀",http://zentagroup.com/
inTres,None,http://www.intres.cl
Joke Society LLC,We are a Startup company establishing our business to provide a marketplace on Shopify. We need to employ someone with Shopify expertise with examples of work to share. Our goal is to establish a community where our users can upload their own products and set a fixed price as well as use an auction format. Required will be a letter of authenticity from 1 of 5 names we will provide. Our culture is merit based and transparent. ,http://jokesociety.net
Multiconsulting,"Hemos aportado soluciones tecnológicas innovadoras para optimizar el negocio de nuestros clientes. El objetivo es proporcionar un servicio integral dentro de las tecnologías de la Información, que cubra las necesidades de las empresas que confían en nosotros. Un equipo de Ingenieros, técnicos, desarrolladores, diseñadores y expertos en diferentes áreas tecnológicas de diferentes nacionalidades y locaciones están enfocados en ello.Buscamos un profesional apasionado por la infraestructura TI en la nube, la eficiencia y transformación digital de procesos de las carreras de ingeniería informática o similar para este desafío laboral de Devops Cloud, que reporte directamente al Responsable de Infraestructura IT y trabaje coordinadamente con nuestro cliente, empresa del rubro Banca/Financiero Multinacional, encargándose de fomentar la colaboración entre profesionales, en búsqueda de un entorno no sólo que permita mayor rapidez, sino también mayor fiabilidad y calidad.",http://www.multiconsulting.cl/
Somax SPA,"Somos una empresa especializada en tecnologías de información e innovación tecnológica, desarrollando soluciones que permiten la optimización de la gestión de su empresa con información en línea.Desarrollamos sistemas de gestión integrados en el ámbito de Seguridad y Salud Ocupacional , además de otros rubros.Ponemos a disposición de nuestros clientes sistemas de reportabilidad a medida, para el apoyo en la toma de decisiones, además de herramientas de seguimiento y control de procesos.Nuestras soluciones están desarrolladas bajo el concepto de Cloud Computing, y soportadas tanto en tecnología web como móvil.",https://www.somax.cl/
Avalon Pharmaceuticals,None,http://www.avalon.com.co/
TVUP Media Telecom,"TVUP Media Telecom somos una Operadora de Telecomunicaciones fundada en España y con operaciones en España, Andorra y muy pronto en varios países de latam.Ofrecemos Pay TV como servicio a otros operadores y distribuimos directo a consumidores nuestra oferta de entretenimiento Tivify www.tivify.es Fundada en 2017 sumando al experiencia en emprendimiento y el mundo telco de varias décadas, hemos formado un equipo único que está reinventando de forma de ver la TV.Desarrollamos el 100% de nuestra plataforma. Nuestra cultura enfocada al trabajo remoto desde nuestro origen nos ha permitido adaptarnos sin dificultades a las circunstancias debidas al COVID19 , expandiendo nuestro horizonte a cualquier punto del planeta para contribuir al desarrollo del proyecto cada vez más necesario para llevar el entretenimiento a todos los hogares.Si eres un apasionado del video y el desarrollo este es tu proyecto!!",http://www.tvupmedia.com
Qventus,"Qventus provides a real-time decision-making platform for hospital operations. Our mission is to simplify how healthcare operates, so that hospitals and caregivers can focus on delivering the best possible care to patients. We use artificial intelligence and machine learning to create products and solutions that help nurses, doctors, and hospital staff anticipate issues and make operational decisions proactively. Qventus works with leading public, academic and community hospitals across the United States. The company was recognized by the 2019 Black Book Awards in healthcare for patient flow and by CB Insights as a 2019 top 100 Most Promising Company in Artificial Intelligence. Recently, Qventus won the Robert Wood Johnson Foundation Emergency Response for the Healthcare System Innovation Challenge through its work helping health systems across the country plan for and operate in the COVID pandemic.",http://qventus.com
Hacienda Inmobiliaria,None,https://www.linkedin.com/company/hacienda-inmobiliaria
Dolce Vita Recruitment,None,https://www.Dolcevitarecruitment.com
Woken,"En Woken estamos creciendo, y para esto buscamos un nuevo integrante para el equipo de desarrollo, quien colaborará en la creación, implementación y soporte de nuestra plataforma. En Woken apoyamos a nuestros clientes a gestionar sus riesgos y dar seguridad a sus operaciones, cuidando a las personas, empresas, y medio ambiente con tecnología a la medida de sus necesidades. Es así como podrás participar de un proyecto que beneficia a miles de personas en rubros como retail, construcción y telecomunicaciones, entre otras actividades.Trabajamos en equipo, promovemos la creatividad y nuevas ideas, con una constante comunicación de los desafíos y problemas tanto en el desarrollo como en la operación del software.Buscamos que nuestros productos y el desarrollo de estos, sean un real aporte que genere beneficios a nuestros clientes, por lo que mantenemos cercanía del equipo con nuestros usuarios, tanto en el desarrollo como la mejora de nuestra plataforma.",https://www.woken.cl
4Agile,"Somos 4A y somos pioneros de enseñanza e implementación de agilidad en Chile.Somos un grupo de especialistas en Transformaciones Organizacionales y desarrollo tecnológico, que entienden la importancia de las personas como centro para lograr reales transformaciones organizacionales .Orientamos y asesoramos a organizaciones desde una mirada práctica y aplicando las mejores estrategias de mercado y herramientas probadas a nivel mundial.Te esperamos!",http://www.4agile.cl/
Haibu Solutions,None,http://www.haibusolutions.cl
iScope,None,http://www.iscope2c.com
banit.club,None,http://www.banit.com
Motion Displays,None,http://www.motiondisplays.cl
Nativos Digitales,"Somos una empresa de desarrollo de software en la nube, con mas de 10 años de experiencia. te ofrecemos el ambiente ideal para desarrollar todo tu Talento. Actualmente estamos desarrollado proyectos de innovación SaaS con Machine Learning, para distintos tipos de industrias que permita la automatización de servicios.",http://www.nativosdigitales.pe
Smoke Inc,None,http://www.smoke.cl
World Vision Chile,"Somos un equipo dinámico, que requiere de respuestas ágiles y desarrollo de estrategias que nos permitan conseguir nuevos donantes y que nos apoyen con sus aportes la mayor cantidad de tiempo.Además, al ser una ONG internacional, participamos activamente en la ejecución de estrategias en otros países, donde es nuestra responsabilidad posicionarnos como una oficina relevante.",https://www.worldvision.cl/
Pawiis,"Si te gustan los animales, las ventas y estar en contacto con el cliente este es el lugar para ti. Pawiis (Start-Up Chile Ignite-1) es una startup joven, que busca digitalizar a los diferentes agentes del mundo de las mascotas. Imagínate un SaaS con CRM + Calendly + Ecommerce con muchísimos desafíos entretenidos por delante y un ambiente que te desafiará a ser cada día mejor. Nos destacamos por haber nacido 100% en pandemia, en una cultura de empresa de trabajo 100% remoto, con todas las herramientas necesarias para que fluyas y seas feliz. Trabajamos mano a mano con nuestros clientes creando soluciones ágiles que cambian día a día.Imagínate partir cada mañana saludando y organizando tu día junto a tu equipo para tener una libertad absoluta de tu tiempo, donde cada esfuerzo es reconocido, donde el desafío sea mejorar cada segundo como profesional y todo esto desde la comodidad del teletrabajo... ¿Suena imposible? Pues aquí no lo es.",https://www.pawiis.com
Cognus," Una nueva unidad de negocios que ofrece servicios de valor agregado para proyectos de transformación digital, viene a complementar la oferta de Cognus, promoviendo su expansión y crecimiento y de la mano del posicionamiento alcanzado por la marca Cognus.  Contamos con un equipo altamente capacitado en desarrollo de aplicaciones con las últimas tendencias en tecnología para proyectos tradicionales y digitales; metodologías probadas ágiles o en cascada para desarrollo en plataforma web, mobile y proyectos de omnicanalidad. ",http://www.cognus.cl/
Elevation,"Elevation, an experienced digital design company seeks a Account Strategist to join our team.The position is for our offices located in Las Cañitas, Buenos Aires, Argentina (remote during COVID-19). We are a full-service agency that works exclusively with nonprofit clients, mainly in the U.S., and we offer everything from website design to branding, consultations, SEO, SEM, and more.Our team is made up of approximately 30 people and the company has a great company culture. You’d be working with a mixed group of North Americans, Argentines, and other South Americans and would also be in contact with freelance consultants located in the US and South America.",https://www.elevationweb.org/careers/
Celulosa Arauco y Constitución S.A,None,https://www.arauco.cl/chile/
Facturedo,"Únete a la Fintech líder en Latinoamérica!Quiénes somosFacturedo nació en 2015 con el objetivo de ayudar a todas las PyMEs en Latinoamérica a obtenerliquidez a partir de sus cuentas por cobrar. Gracias a un modelo tecnológico innovador demarketplace, conectamos a empresas con necesidad de capital e inversionistas que buscaninstrumentos de inversión seguros y con rentabilidad atractiva. A través de un sistema de subasta defacturas, los primeros reciben rápidamente el dinero que necesitan para seguir operando y lossegundos consiguen un beneficio por su dinero.Nuestro equipoRepartidos en diferentes países (Perú, Colombia, México, España) trabajamos en lo que nosapasiona, desarrollar productos y servicios a través de la tecnología financiera. Somos un equipo conuna cultura muy fuerte de desarrollo de prácticas colaborativas y marcos de trabajo ágiles; esto nospermite salvar las barreras de la distancia o diferentes zonas horarias.",https://facturedo.pe/
Avantica,None,http://www.avantica.net/
Fonelli,None,http://www.fonelli.com
ADMSYS,None,http://www.admsys.cl
Ideas Digitales Aplicadas,"Somos una consultora especialista en experiencia de usuario y uno de nuestros servicios es el diseño y desarrollo de sitios web desde la metodología de Diseño Centrado en el Usuario. Somos un equipo multidisciplinario de 13 personas compuesto por arquitectos de información, diseñadores, periodistas, psicólogos, desarrolladores y gestores de proyecto, junto a colaboradores externos que participan en proyectos específicos, garantizan la ejecución óptima de nuestros proyectos. (Más información en nuestro sitio web).",http://ida.cl
Big Bob,None,www.behance.net/bigbobs
GlobalMinds,None,http://www.globalminds.cl
VAB Ingeniería,None,www.vab.cl
RAVN SAC,"Ravn is a fast growing digital product development agency. We specialize in designing and developing mobile and web applications. We have offices in the United States, Peru and El SalvadorRavn es una agencia de desarrollo de productos digitales de rápido crecimiento. Nos especializamos en el diseño y desarrollo de aplicaciones móviles y web.Contamos con sedes en los Estados Unidos , Perú y El Salvador",https://www.ravn.co/
VASS latam,None,http://vasslatam.cl/
IZIMEDIA,"Actualmente nos encontramos ampliando nuestras redes de captura de datos utilizando mejorando los web scraper, aplicando minería de datos y preparando algunas herramientas web para clientes, por lo que estamos en búsqueda de Ingenieros de software o programadores FullStack proactivos y muy creativos para presentar soluciones y asumir retos de forma autónoma.",https://www.izimedia.io
UP3,None,http://up3.com/
Aproe,None,http://www.aproe.cl
FullKom,"Fullkom es una empresa experta en prestar servicios de Full-Commerce, con más de 5 años de experiencia en la industria, brindamos apoyo principalmente a marcas de retail nacional.Colaboramos con las empresas en la definición de la mejor estrategia para que el eCommerce sea exitoso, entregando soluciones en el ámbito tecnológico y logístico. Como expertos en retail nuestro propósito es asegurar una experiencia de compra de primer nivel a los consumidores, aumentando de forma constante la transformación digital de las empresas. Gestionamos, administramos y operamos modelos de eCommerce 360º.",http://fullkom.com
Disoft Academy,"En Disoft Academy estamos fuertemente comprometidos en apoyar a los emprendimientos latinoamericanos. Iniciamos hace pocos meses y varios de nuestros programas ya están teniendo resultados muy exitosos. Prueba de ello es que hemos ido creando alianzas con entidades privadas y públicas. Nuestro equipo tiene una cultura muy desarrollada de apoyo, empatía y colaboración; por ello, nos encontramos buscando un nuevo integrante que pueda transferir estas cualidades por medio de nuestros canales de venta.",https://disoftacademy.com
